TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
SPLH-AEPLC8,20161220,Routine,1,2,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-B9MQS9,20200221,Follow-Up,0,3,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
HCAR-B9MQS9,20200117,Follow-Up,1,2,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-B9MQS9,20200106,Routine,3,7,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",High
HCAR-B9MQS9,20190821,Follow-Up,0,0,,Low
HCAR-B9MQS9,20190807,Follow-Up,0,0,,Low
HCAR-B9MQS9,20190806,Follow-Up,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-B9MQS9,20190801,Routine,2,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
HCAR-B9MQS9,20190304,Routine,0,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
HCAR-B9MQS9,20181221,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20191129,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20191127,Routine,2,3,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat",High
SHEN-9PHPWJ,20190613,Routine,1,4,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
SHEN-9PHPWJ,20190509,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20190410,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20181217,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20181214,Follow-Up,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Moderate
SHEN-9PHPWJ,20181213,Follow-Up,0,4,"103,Not Critical,Failure to hold a valid permit while operating a food service establishment [s. 8(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat",Moderate
SHEN-9PHPWJ,20181213,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20181212,Routine,1,0,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",High
SHEN-9PHPWJ,20181017,Follow-Up,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
SHEN-9PHPWJ,20180925,Routine,0,3,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Moderate
SHEN-9PHPWJ,20180322,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20180221,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20180213,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",High
SHEN-9PHPWJ,20170830,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20170824,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20170823,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20170817,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20170810,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20170804,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
SHEN-9PHPWJ,20170512,Follow-Up,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-9PHPWJ,20170504,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
SHEN-9PHPWJ,20161027,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
SHEN-9PHPWJ,20160505,Follow-Up,0,0,,Low
SHEN-9PHPWJ,20160503,Follow-Up,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-9PHPWJ,20160426,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-BG7PJE,20200213,Follow-Up,0,0,,Low
HCAR-BG7PJE,20200128,Routine,2,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
HCAR-BG7PJE,20191209,Follow-Up,0,0,,Low
HCAR-BG7PJE,20191007,Routine,2,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SHEN-A2FL98,20191101,Follow-Up,0,0,,Low
SHEN-A2FL98,20191031,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-A2FL98,20190516,Follow-Up,0,0,,Low
SHEN-A2FL98,20190508,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-A2FL98,20190109,Routine,0,0,,Low
SHEN-A2FL98,20180810,Follow-Up,0,0,,Low
SHEN-A2FL98,20180724,Routine,1,3,"103,Not Critical,Failure to hold a valid permit while operating a food service establishment [s. 8(1)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
SHEN-A2FL98,20180307,Follow-Up,0,0,,Low
SHEN-A2FL98,20180227,Routine,0,2,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
SHEN-A2FL98,20170928,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-A2FL98,20170619,Follow-Up,0,0,,Low
SHEN-A2FL98,20170616,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-A2FL98,20170615,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-A2FL98,20170313,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SHEN-A2FL98,20161027,Follow-Up,0,0,,Low
SHEN-A2FL98,20161025,Routine,3,1,"103,Not Critical,Failure to hold a valid permit while operating a food service establishment [s. 8(1)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
SHEN-A2FL98,20160324,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
PNEL-8RYR39,20200212,Routine,0,0,,Low
PNEL-8RYR39,20190926,Routine,0,0,,Low
PNEL-8RYR39,20190225,Routine,0,0,,Low
PNEL-8RYR39,20181029,Routine,0,0,,Low
PNEL-8RYR39,20180219,Routine,0,0,,Low
PNEL-8RYR39,20170711,Routine,0,0,,Low
PNEL-8RYR39,20170221,Routine,0,0,,Low
PNEL-8RYR39,20160929,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
PNEL-8RYR39,20160317,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
SHEN-9PXNWT,20190912,Follow-Up,0,0,,Low
SHEN-9PXNWT,20190906,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
SHEN-9PXNWT,20190905,Routine,5,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
SHEN-9PXNWT,20190531,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
SHEN-9PXNWT,20190527,Routine,3,3,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",High
SHEN-9PXNWT,20190221,Follow-Up,0,0,,Low
SHEN-9PXNWT,20190219,Routine,3,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
SHEN-9PXNWT,20180816,Follow-Up,0,0,,Low
SHEN-9PXNWT,20180814,Routine,2,7,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",High
SHEN-9PXNWT,20180209,Routine,0,2,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
SHEN-9PXNWT,20170531,Follow-Up,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
SHEN-9PXNWT,20170512,Routine,2,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
SHEN-9PXNWT,20170110,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SHEN-9PXNWT,20160726,Follow-Up,0,0,,Low
SHEN-9PXNWT,20160721,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Moderate
SWOD-AHS22K,20191218,Routine,0,0,,Low
SWOD-AHS22K,20190617,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
SWOD-AHS22K,20190116,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
SWOD-AHS22K,20180907,Routine,0,0,,Low
SWOD-AHS22K,20180110,Routine,0,0,,Low
SWOD-AHS22K,20170711,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
SWOD-AHS22K,20170220,Routine,0,0,,Low
NDAA-BCKQA9,20200124,Routine,0,0,,Low
NDAA-BCKQA9,20191001,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
NDAA-BCKQA9,20190603,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-75NVFM,20191119,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
